scenario_id,resource,difficulty,compliant,violations,nist_controls,intent
scenario_357,"aws_db_proxy, aws_db_subnet_group, aws_iam_role, aws_rds_cluster, aws_secretsmanager_secret, aws_secretsmanager_secret_version, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,False,missing_encryption,"AC-6, AC-3, SC-28","has one ""aws_db_proxy"" resource
with ""engine_family"" = ""MYSQL""
with ""require_tls"" = true
with ""auth_"
scenario_358,aws_lightsail_instance,1,True,none,NONE,"have one ""aws_lightsail_instance"" resource
    with ""name"" argument
    with ""availability_zone"" arg"
scenario_359,aws_lightsail_instance,2,True,none,NONE,"have one ""aws_lightsail_instance"" resource
    with ""name"" argument
    with ""availability_zone"" arg"
scenario_360,aws_lightsail_instance,2,True,none,NONE,"have one ""aws_lightsail_instance"" resource
with ""name"" argument
with ""availability_zone"" argument
wi"
scenario_361,aws_lightsail_instance,1,True,none,NONE,"have one ""aws_lightsail_instance"" resource
with ""name"" argument
with ""availability_zone"" argument
wi"
scenario_362,aws_lightsail_instance,1,True,none,NONE,"have one ""aws_lightsail_instance"" resource
with ""name"" argument
with ""availability_zone"" argument
wi"
scenario_363,"aws_lightsail_instance, aws_lightsail_static_ip, aws_lightsail_static_ip_attachment",2,True,none,NONE,"have one ""aws_lightsail_instance"" resource
    with ""name"" argument
    with ""availability_zone"" arg"
scenario_364,aws_lightsail_instance,1,True,none,NONE,"have one ""aws_lightsail_instance"" resource
    with ""name"" argument
    with ""availability_zone"" arg"
scenario_365,"aws_lightsail_instance, aws_lightsail_key_pair",2,True,none,NONE,"have one ""aws_lightsail_instance"" resource
    with ""name"" argument
    with ""availability_zone"" arg"
scenario_366,aws_lightsail_database,1,True,none,NONE,"have one ""aws_lightsail_database"" resource
    with relational_database_name argument
    with maste"
scenario_367,aws_lightsail_database,1,True,none,NONE,"have one ""aws_lightsail_database"" resource
    with relational_database_name argument
    with maste"
scenario_368,aws_lightsail_database,2,True,none,NONE,"have one ""aws_lightsail_database"" resource
    with relational_database_name argument
    with maste"
scenario_369,aws_lightsail_database,2,True,none,NONE,"""have one """"aws_lightsail_database"""" resource
    with relational_database_name argument
    with ma"
scenario_370,aws_lightsail_database,2,True,none,NONE,"""have one """"aws_lightsail_database"""" resource
    with relational_database_name argument
    with ma"
scenario_371,"aws_lightsail_disk, aws_availability_zones",2,True,none,NONE,"have one aws_lightsail_disk resource
    with name
    with size_in_gb
    with availability_zone"
scenario_372,"aws_lightsail_disk, aws_lightsail_disk_attachment, aws_lightsail_instance, aws_availability_zones",3,True,none,NONE,"have one aws_lightsail_disk resource
    with name
    with size_in_gb
    with availability_zone

h"
scenario_373,"aws_lightsail_disk, aws_lightsail_disk_attachment, aws_lightsail_instance, aws_availability_zones",3,True,none,NONE,"have one aws_lightsail_disk resource
    with name
    with size_in_gb
    with availability_zone

h"
scenario_374,"aws_lightsail_disk, aws_lightsail_disk, aws_lightsail_disk_attachment, aws_lightsail_disk_attachment, aws_lightsail_instance, aws_availability_zones",4,True,none,AC-6,"have multiple aws_lightsail_disk resource
    with name
    with size_in_gb
    with availability_zo"
scenario_375,"aws_lightsail_bucket, aws_lightsail_bucket_resource_access, aws_lightsail_instance",3,True,none,NONE,"have one aws_lightsail_bucket
    with name
    with bundle_id

have one aws_lightsail_bucket_resour"
scenario_376,aws_lightsail_certificate,1,True,none,NONE,"have one aws_lightsail_certificate
    with name
    with domain_name"
scenario_377,"aws_lightsail_bucket, aws_lightsail_distribution",3,True,none,NONE,"have one aws_lightsail_distribution
    with name
    with bundle_id
    with default_cache_behavior"
scenario_378,"aws_lightsail_distribution, aws_lightsail_instance, aws_lightsail_static_ip, aws_lightsail_static_ip_attachment, aws_availability_zones",3,True,none,NONE,"have one aws_lightsail_instance
    with ""name"" argument
    with ""availability_zone"" argument
    w"
scenario_379,aws_glacier_vault,1,True,none,NONE,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute"
scenario_380,aws_glacier_vault,1,True,none,NONE,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute"
scenario_381,"aws_dlm_lifecycle_policy, aws_glacier_vault",3,True,none,AC-6,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute

has one ""aws_dlm_lifecycle_policy"" "
scenario_382,"aws_glacier_vault, aws_sns_topic, aws_iam_policy_document",3,False,wildcard_permission,AC-6,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute
     with ""notification"" attribute
 "
scenario_383,"aws_glacier_vault, aws_sns_topic, aws_iam_policy_document",3,False,wildcard_permission,AC-6,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute
     with ""notification"" attribute
 "
scenario_384,"aws_glacier_vault, aws_iam_policy_document",3,False,wildcard_permission,AC-6,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute
     with ""access_policy"" attribute"
scenario_385,"aws_glacier_vault, aws_glacier_vault_lock, aws_iam_policy_document",3,True,none,AC-6,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute

implicit:
has one ""aws_iam_policy_d"
scenario_386,"aws_glacier_vault, aws_glacier_vault_lock, aws_iam_policy_document",3,True,none,AC-6,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute
     with ""access_policy"" attributr
"
scenario_387,"aws_glacier_vault, aws_sns_topic",2,True,none,NONE,"has one ""aws_glacier_vault"" resource
     with ""name"" attribute
     with notification attribute
   "
scenario_388,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_vpc",4,False,missing_logging,"AC-6, SC-8, AU-12","has one ""aws_lb"" resource
    with load_balancer_type = ""network""

has one ""aws_lb_listener"" resourc"
scenario_389,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_390,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with name = test-lb-tf
    with internal = false
    with security_gro"
scenario_391,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_392,"aws_eip, aws_eip, aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",6,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_393,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",6,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has at least one ""aws_instance""
    with either launch_template or (ami and instance_type) argument
"
scenario_394,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_395,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_396,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_397,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_398,"aws_cognito_user_pool, aws_cognito_user_pool_client, aws_cognito_user_pool_domain, aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",6,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_399,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_400,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_401,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_402,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_403,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_404,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_405,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_subnet, aws_subnet, aws_vpc",5,False,missing_logging,"AC-6, AC-3, SC-8, AU-12","has one ""aws_lb"" resource
    with one of either ""subnets"" or ""subnet_mapping""
    with load_balance"
scenario_406,aws_db_instance,2,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_407,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_408,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
with one ""allocated_storage"" minimun value is 20
with one ""engine"
scenario_409,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
with one ""allocated_storage"" minimun value is 20
with one ""engine"
scenario_410,aws_db_instance,2,True,none,NONE,"Has one ""aws_db_instance"" resource
with one ""allocated_storage""
with one ""engine"" with value ""mysql"""
scenario_411,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
with one ""allocated_storage""
with one ""engine"" with value ""mysql"""
scenario_412,"aws_db_instance, aws_db_instance",2,True,none,NONE,"Has two ""aws_db_instance"" resources

resource 1:
with one ""allocated_storage""
with one ""engine"" and "
scenario_413,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_414,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_415,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_416,aws_db_instance,2,True,none,AC-6,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_417,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_418,aws_db_instance,1,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_419,"aws_db_instance, aws_kms_key",2,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_420,"aws_db_instance, aws_db_snapshot",2,True,none,NONE,"Has one ""aws_db_instance"" resource
with one ""allocated_storage""
with one ""engine"" and a valid engine"
scenario_421,aws_efs_file_system,1,True,none,NONE,"Have one ""aws_efs_file_system"" resource
    with one tags"
scenario_422,aws_efs_file_system,1,True,none,AC-6,"Have one ""aws_efs_file_system"" resource"
scenario_423,"aws_efs_file_system, aws_efs_file_system_policy, aws_iam_policy_document",3,False,wildcard_permission,AC-6,"Have one ""aws_efs_file_system"" resource

Have one ""aws_efs_file_system_policy"" resource
with one ""fi"
scenario_424,"aws_efs_backup_policy, aws_efs_file_system",2,True,none,AC-6,"Have one ""aws_efs_file_system"" resource

Have one ""aws_efs_backup_policy"" resource
with one ""file_sy"
scenario_425,"aws_efs_file_system, aws_efs_mount_target, aws_subnet, aws_vpc",3,True,none,NONE,"Have one ""aws_efs_file_system"" resource

Have one ""aws_efs_mount_target"" resource
with one ""file_sys"
scenario_426,"aws_internet_gateway, aws_route_table, aws_route_table_association, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
with a specified ""cidr_block""
with ""enable_dns_hostnames"" set to true
wit"
scenario_427,"aws_internet_gateway, aws_route_table, aws_route_table_association, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
with a specified ""cidr_block""

Has one ""aws_subnet"" resources
with ""vpc_i"
scenario_428,"aws_internet_gateway, aws_route_table, aws_route_table_association, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
with a specified ""cidr_block""
with ""enable_dns_hostnames"" set to true
wit"
scenario_429,"aws_internet_gateway, aws_route_table, aws_route_table_association, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
with a specified ""cidr_block""
with ""enable_dns_hostnames"" set to true
wit"
scenario_430,"aws_internet_gateway, aws_route_table, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource
with a specified ""cidr_block""
with ""enable_dns_support"" and ""enable_dns_h"
scenario_431,"aws_internet_gateway, aws_route_table, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource
with a specified ""cidr_block""
with ""enable_dns_support"" and ""enable_dns_h"
scenario_432,"aws_internet_gateway, aws_route_table, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource
with a specified ""cidr_block""
with ""enable_dns_support"" and ""enable_dns_h"
scenario_433,"aws_internet_gateway, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource:
with a specified ""cidr_block"" of ""10.0.0.0/16""
with ""enable_dns_hostname"
scenario_434,"aws_internet_gateway, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource:
with a specified ""cidr_block""
with ""enable_dns_hostnames"" set to true

H"
scenario_435,"aws_internet_gateway, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource:
with a specified ""cidr_block"" of ""10.0.0.0/16""
with ""enable_dns_hostname"
scenario_436,"aws_internet_gateway, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource:
with a specified ""cidr_block""
with ""enable_dns_hostnames"" set to true
wi"
scenario_437,"aws_db_subnet_group, aws_internet_gateway, aws_route_table, aws_route_table_association, aws_route_table_association, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource:
Includes a ""cidr_block"" for network configuration

Has two ""aws_subnet"" "
scenario_438,"aws_db_subnet_group, aws_internet_gateway, aws_route_table, aws_route_table_association, aws_route_table_association, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource:
Includes a ""cidr_block"" for network configuration

Has two ""aws_subnet"" "
scenario_439,"aws_db_subnet_group, aws_internet_gateway, aws_route_table, aws_route_table_association, aws_route_table_association, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource:
Includes a ""cidr_block"" for network configuration

Has two ""aws_subnet"" "
scenario_440,aws_egress_only_internet_gateway,2,True,none,AC-6,"Has one ""aws_egress_only_internet_gateway"" resource:
Associated with a specified ""aws_vpc"" resource
"
scenario_441,aws_egress_only_internet_gateway,1,True,none,AC-6,"Has one ""aws_egress_only_internet_gateway"" resource:
Associated with a specified ""aws_vpc"" resource
"
scenario_442,"aws_vpc_dhcp_options, aws_vpc_dhcp_options_association",3,True,none,AC-6,"Has one ""aws_vpc_dhcp_options"" resource:
Specifies Google's DNS servers (8.8.8.8 and 8.8.4.4) as the"
scenario_443,"aws_vpc_dhcp_options, aws_vpc_dhcp_options_association",3,True,none,AC-6,"Has one ""aws_vpc_dhcp_options"" resource:
Specifies Google's DNS servers
Tagged with ""permissions"" to"
scenario_444,"aws_vpc_dhcp_options, aws_vpc_dhcp_options_association",3,True,none,AC-6,"Has one ""aws_vpc_dhcp_options"" resource:
Specifies Google's DNS servers (8.8.8.8 and 8.8.4.4) as the"
scenario_445,"aws_vpc, aws_vpc_dhcp_options, aws_vpc_dhcp_options_association",3,True,none,NONE,"Has one ""aws_vpc"" resource:
Configured with a ""cidr_block"" of ""192.168.0.0/16""
Includes associated c"
scenario_446,"aws_vpc, aws_vpc_dhcp_options, aws_vpc_dhcp_options_association",3,True,none,NONE,"Has one ""aws_vpc"" resource:
Configured with a ""cidr_block""
Includes associated custom DHCP options

"
scenario_447,"aws_vpc, aws_vpc_dhcp_options, aws_vpc_dhcp_options_association",3,True,none,NONE,"Has one ""aws_vpc"" resource:
Configured with a ""cidr_block"" of ""192.168.0.0/16""
Includes associated c"
scenario_448,"aws_vpc, aws_vpc_dhcp_options, aws_vpc_dhcp_options_association",3,True,none,NONE,"Has one ""aws_vpc"" resource:
Configured with a ""cidr_block"" of ""192.168.0.0/16""
Includes associated c"
scenario_449,aws_nat_gateway,3,True,none,AC-6,"Has one ""aws_nat_gateway"" resource:
Associated with a specified ""aws_subnet"" resource for hosting th"
scenario_450,aws_nat_gateway,3,True,none,AC-6,"Has one ""aws_nat_gateway"" resource:
Associated with a specified ""aws_subnet"" resource for hosting th"
scenario_451,aws_nat_gateway,2,True,none,NONE,"Has one ""aws_nat_gateway"" resource:
Associated with a specified ""aws_subnet"" resource for hosting th"
scenario_452,"aws_vpc, aws_vpc, aws_vpc_peering_connection",3,True,none,AC-6,"Has two ""aws_vpc"" resources:
The first VPC is named ""peer"" and is configured with a ""cidr_block"" of "
scenario_453,"aws_vpc, aws_vpc, aws_vpc_peering_connection",3,True,none,NONE,"Has two ""aws_vpc"" resources:
The first VPC is named ""peer"" and is configured with a ""cidr_block"" of "
scenario_454,"aws_vpc, aws_vpc, aws_vpc_peering_connection",3,True,none,AC-6,"Has two ""aws_vpc"" resources:
The first VPC is named ""peer""
The second VPC is named ""base""

Has one """
scenario_455,aws_default_network_acl,3,True,none,NONE,"Has one ""aws_default_network_acl"" resource:
with unrestricted ingress and egress rules allowing all "
scenario_456,"aws_network_acl, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource:
with a specified ""cidr_block"" of ""10.0.0.0/16""

Has one ""aws_network_acl"
scenario_457,"aws_network_acl, aws_vpc",3,True,none,NONE,"Has one ""aws_vpc"" resource:
with a specified ""cidr_block"" of ""10.0.0.0/16""

Has one ""aws_network_acl"
